Speaker_&#39;Gbenga-Sesan_729 Speaker_&#39;Gbenga-Sesan
Speaker_Rajiv-Maheswaran_3460 Speaker_Rajiv-Maheswaran
Speaker_Ralitsa-Petrova_3513 Speaker_Ralitsa-Petrova
Speaker_Ralph-Langner_4825 Speaker_Ralph-Langner
Speaker_Ramesh-Raskar_4416 Speaker_Ramesh-Raskar
Speaker_Ramona-Pierson_4633 Speaker_Ramona-Pierson
Speaker_Ramsey-Musallam_4159 Speaker_Ramsey-Musallam
Speaker_Rana-Abdelhamid_1804 Speaker_Rana-Abdelhamid
Speaker_Rana-el-Kaliouby_3476 Speaker_Rana-el-Kaliouby
Speaker_Randall-Munroe_3826 Speaker_Randall-Munroe
Speaker_Raphael-Arar_2440 Speaker_Raphael-Arar
Speaker_Raspyni-Brothers_5528 Speaker_Raspyni-Brothers
Speaker_Raul-Midon_5543 Speaker_Raul-Midon
Speaker_Ravin-Agrawal_5127 Speaker_Ravin-Agrawal
Speaker_Ray-Anderson_5274 Speaker_Ray-Anderson
Speaker_Ray-Dalio_2776 Speaker_Ray-Dalio
Speaker_Ray-Kurzweil_5263 Speaker_Ray-Kurzweil
Speaker_Ray-Kurzweil_5677 Speaker_Ray-Kurzweil
Speaker_Ray-Laurence_4342 Speaker_Ray-Laurence
Speaker_Ray-Zahab_5246 Speaker_Ray-Zahab
Speaker_Rayma-Suprani_1326 Speaker_Rayma-Suprani
Speaker_Raymond-Tang_2498 Speaker_Raymond-Tang
Speaker_Raymond-Wang_3309 Speaker_Raymond-Wang
Speaker_Read-Montague_4374 Speaker_Read-Montague
Speaker_Rebecca-Brachman_2998 Speaker_Rebecca-Brachman
Speaker_Rebecca-Firth_987 Speaker_Rebecca-Firth
Speaker_Rebecca-Henderson_841 Speaker_Rebecca-Henderson
Speaker_Rebecca-Kleinberger_2399 Speaker_Rebecca-Kleinberger
Speaker_Rebecca-MacKinnon_3079 Speaker_Rebecca-MacKinnon
Speaker_Rebecca-MacKinnon_4747 Speaker_Rebecca-MacKinnon
Speaker_Rebecca-Saxe_5213 Speaker_Rebecca-Saxe
Speaker_Rebekah-Bergman_1074 Speaker_Rebekah-Bergman
Speaker_Reed-Hastings_2325 Speaker_Reed-Hastings
Speaker_Refik-Anadol_984 Speaker_Refik-Anadol
Speaker_Reggie-Watts_4477 Speaker_Reggie-Watts
Speaker_Regina-Dugan_4536 Speaker_Regina-Dugan
Speaker_Regina-Hartley_3321 Speaker_Regina-Hartley
Speaker_Rei_2465 Speaker_Rei
Speaker_Renata-Salecl_3774 Speaker_Renata-Salecl
Speaker_Reniqua-Allen_1715 Speaker_Reniqua-Allen
Speaker_Renny-Gleeson_4492 Speaker_Renny-Gleeson
Speaker_Renzo-Piano_2287 Speaker_Renzo-Piano
Speaker_Renzo-Vitale_1980 Speaker_Renzo-Vitale
Speaker_Reshma-Saujani_3245 Speaker_Reshma-Saujani
Speaker_Reshma-Saujani_90 Speaker_Reshma-Saujani
Speaker_Resson-Kantai-Duff_172 Speaker_Resson-Kantai-Duff
Speaker_Reuben-Jonathan-Miller_312 Speaker_Reuben-Jonathan-Miller
Speaker_Rhiannon-Giddens_2848 Speaker_Rhiannon-Giddens
Speaker_Riccardo-Sabatini_3195 Speaker_Riccardo-Sabatini
Speaker_Rich-Benjamin_3442 Speaker_Rich-Benjamin
Speaker_Richard-Baraniuk_5703 Speaker_Richard-Baraniuk
Speaker_Richard-Branson_5572 Speaker_Richard-Branson
Speaker_Richard-Coffin_840 Speaker_Richard-Coffin
Speaker_Richard-Dawkins_5626 Speaker_Richard-Dawkins
Speaker_Richard-Dawkins_5697 Speaker_Richard-Dawkins
Speaker_Richard-Ledgett_3871 Speaker_Richard-Ledgett
Speaker_Richard-Preston_5378 Speaker_Richard-Preston
Speaker_Richard-Pyle_5332 Speaker_Richard-Pyle
Speaker_Richard-Resnick_4711 Speaker_Richard-Resnick
Speaker_Richard-Sears_5034 Speaker_Richard-Sears
Speaker_Richard-Seymour_4691 Speaker_Richard-Seymour
Speaker_Richard-St.-John_5674 Speaker_Richard-St.-John
Speaker_Richard-Thompson-Ford_417 Speaker_Richard-Thompson-Ford
Speaker_Richard-Turere_4215 Speaker_Richard-Turere
Speaker_Richard-Weller_4275 Speaker_Richard-Weller
Speaker_Richard-Wilkinson_4682 Speaker_Richard-Wilkinson
Speaker_Richard-Wilkinson_486 Speaker_Richard-Wilkinson
Speaker_Riche-D.-Richardson_1190 Speaker_Riche-D.-Richardson
Speaker_Rick-Guidotti_4497 Speaker_Rick-Guidotti
Speaker_Riley-Moynes_19 Speaker_Riley-Moynes
Speaker_Risa-Wechsler_1375 Speaker_Risa-Wechsler
Speaker_Rishi-Manchanda_3729 Speaker_Rishi-Manchanda
Speaker_Rita-Pierson_4166 Speaker_Rita-Pierson
Speaker_Rives_3818 Speaker_Rives
Speaker_Rives_4445 Speaker_Rives
Speaker_Rives_5404 Speaker_Rives
Speaker_Rives_5598 Speaker_Rives
Speaker_Rives_5630 Speaker_Rives
Speaker_Rob-Forbes_5359 Speaker_Rob-Forbes
Speaker_Rob-Harmon_4837 Speaker_Rob-Harmon
Speaker_Rob-Hopkins_5165 Speaker_Rob-Hopkins
Speaker_Rob-Knight_3566 Speaker_Rob-Knight
Speaker_Rob-Legato_4395 Speaker_Rob-Legato
Speaker_Rob-Reid_4549 Speaker_Rob-Reid
Speaker_Robb-Willer_2971 Speaker_Robb-Willer
Speaker_Robert-Ballard_5492 Speaker_Robert-Ballard
Speaker_Robert-Chang_552 Speaker_Robert-Chang
Speaker_Robert-Fischell_5683 Speaker_Robert-Fischell
Speaker_Robert-Full_5256 Speaker_Robert-Full
Speaker_Robert-Full_5479 Speaker_Robert-Full
Speaker_Robert-Gordon_4177 Speaker_Robert-Gordon
Speaker_Robert-Gupta_5076 Speaker_Robert-Gupta
Speaker_Robert-Hammond_4753 Speaker_Robert-Hammond
Speaker_Robert-Lang_5451 Speaker_Robert-Lang
Speaker_Robert-Muggah_2702 Speaker_Robert-Muggah
Speaker_Robert-Muggah_3594 Speaker_Robert-Muggah
Speaker_Robert-Neuwirth_2384 Speaker_Robert-Neuwirth
Speaker_Robert-Neuwirth_4394 Speaker_Robert-Neuwirth
Speaker_Robert-Neuwirth_5672 Speaker_Robert-Neuwirth
Speaker_Robert-Sapolsky_2871 Speaker_Robert-Sapolsky
Speaker_Robert-Siddall_773 Speaker_Robert-Siddall
Speaker_Robert-Thurman_5397 Speaker_Robert-Thurman
Speaker_Robert-Waldinger_3297 Speaker_Robert-Waldinger
Speaker_Robert-Wright_5396 Speaker_Robert-Wright
Speaker_Robert-Wright_5667 Speaker_Robert-Wright
Speaker_Robin-Chase_4296 Speaker_Robin-Chase
Speaker_Robin-Chase_5537 Speaker_Robin-Chase
Speaker_Robin-Hanson_2788 Speaker_Robin-Hanson
Speaker_Robin-Hauser_209 Speaker_Robin-Hauser
Speaker_Robin-Ince_4659 Speaker_Robin-Ince
Speaker_Robin-Murphy_3430 Speaker_Robin-Murphy
Speaker_Robin-Nagle_3993 Speaker_Robin-Nagle
Speaker_Robin-Steinberg_2423 Speaker_Robin-Steinberg
Speaker_Robyn-Stein-DeLuca_3546 Speaker_Robyn-Stein-DeLuca
Speaker_Rocio-Lorenzo_2720 Speaker_Rocio-Lorenzo
Speaker_Rod-Phillips_1046 Speaker_Rod-Phillips
Speaker_Rod-Phillips_1379 Speaker_Rod-Phillips
Speaker_Rod-Phillips_748 Speaker_Rod-Phillips
Speaker_Rodney-Brooks_5422 Speaker_Rodney-Brooks
Speaker_Rodney-Mullen_4456 Speaker_Rodney-Mullen
Speaker_Rodrigo-Bijou_3300 Speaker_Rodrigo-Bijou
Speaker_Rodrigo-Canales_3994 Speaker_Rodrigo-Canales
Speaker_Roger-Antonsen_3019 Speaker_Roger-Antonsen
Speaker_Roger-Ebert_4812 Speaker_Roger-Ebert
Speaker_Roger-Hanlon_1714 Speaker_Roger-Hanlon
Speaker_Roger-Stein_3942 Speaker_Roger-Stein
Speaker_Rogier-van-der-Heide_4833 Speaker_Rogier-van-der-Heide
Speaker_Rohan-Pavuluri_575 Speaker_Rohan-Pavuluri
Speaker_Rola-Hallam_2386 Speaker_Rola-Hallam
Speaker_Romain-Lacombe_1792 Speaker_Romain-Lacombe
Speaker_Roman-Mars_3498 Speaker_Roman-Mars
Speaker_Romina-Libster_3564 Speaker_Romina-Libster
Speaker_Ron-Eglash_5558 Speaker_Ron-Eglash
Speaker_Ron-Gutman_4791 Speaker_Ron-Gutman
Speaker_Ron-McCallum_4042 Speaker_Ron-McCallum
Speaker_Ronald-Rael_1883 Speaker_Ronald-Rael
Speaker_Ronald-Sullivan_2797 Speaker_Ronald-Sullivan
Speaker_Ronny-Edry_4290 Speaker_Ronny-Edry
Speaker_Rory--Bremner_5156 Speaker_Rory--Bremner
Speaker_Rory-Stewart_4343 Speaker_Rory-Stewart
Speaker_Rory-Stewart_4739 Speaker_Rory-Stewart
Speaker_Rory-Sutherland_4499 Speaker_Rory-Sutherland
Speaker_Rory-Sutherland_5019 Speaker_Rory-Sutherland
Speaker_Rory-Sutherland_5189 Speaker_Rory-Sutherland
Speaker_Rosalind-Picard_1814 Speaker_Rosalind-Picard
Speaker_Rosamund-Adoo-Kissi-Debrah_276 Speaker_Rosamund-Adoo-Kissi-Debrah
Speaker_Rose-Eveleth_3882 Speaker_Rose-Eveleth
Speaker_Rose-Eveleth_3964 Speaker_Rose-Eveleth
Speaker_Rose-Eveleth_4048 Speaker_Rose-Eveleth
Speaker_Rose-George_3954 Speaker_Rose-George
Speaker_Rose-George_4184 Speaker_Rose-George
Speaker_Rose-M.-Mutiso_1484 Speaker_Rose-M.-Mutiso
Speaker_Rose-M.-Mutiso_844 Speaker_Rose-M.-Mutiso
Speaker_Roselinde-Torres_3898 Speaker_Roselinde-Torres
Speaker_Ross-Lovegrove_5704 Speaker_Ross-Lovegrove
Speaker_Roxane-Gay_3469 Speaker_Roxane-Gay
Speaker_Roz-Savage_5051 Speaker_Roz-Savage
Speaker_Ruby-Wax_4359 Speaker_Ruby-Wax
Speaker_Ruchi-Sinha_398 Speaker_Ruchi-Sinha
Speaker_Rumaitha-Al-Busaidi_629 Speaker_Rumaitha-Al-Busaidi
Speaker_Rupal-Patel_3902 Speaker_Rupal-Patel
Speaker_Russell-Foster_4060 Speaker_Russell-Foster
Speaker_Russell-Wilson_1093 Speaker_Russell-Wilson
Speaker_Rutger-Bregman_2859 Speaker_Rutger-Bregman
Speaker_Ruth-Chang_3793 Speaker_Ruth-Chang
Speaker_Ryan-Gravel_3008 Speaker_Ryan-Gravel
Speaker_Ryan-Heffington_48 Speaker_Ryan-Heffington
Speaker_Ryan-Holladay_3937 Speaker_Ryan-Holladay
Speaker_Ryan-Lobo_5151 Speaker_Ryan-Lobo
Speaker_Ryan-Martin_1693 Speaker_Ryan-Martin
Speaker_Ryan-Merkley_4351 Speaker_Ryan-Merkley
Speaker_Ryan-Phelan_484 Speaker_Ryan-Phelan
Speaker_Sabine-Doebel_1763 Speaker_Sabine-Doebel
Speaker_Safeena-Husain_1551 Speaker_Safeena-Husain
Speaker_Safi-Rauf_112 Speaker_Safi-Rauf
Speaker_Safwat-Saleem_3136 Speaker_Safwat-Saleem
Speaker_Sahaj-Kaur-Kohli_624 Speaker_Sahaj-Kaur-Kohli
Speaker_Sajan-Saini_1758 Speaker_Sajan-Saini
Speaker_Sajay-Samuel_3161 Speaker_Sajay-Samuel
Speaker_Sakena-Yacoobi_3400 Speaker_Sakena-Yacoobi
Speaker_Saki-Mafundikwa_4065 Speaker_Saki-Mafundikwa
Speaker_Sakinah-Hofler_801 Speaker_Sakinah-Hofler
Speaker_Sal-Khan_3095 Speaker_Sal-Khan
Speaker_Sal-Khan_4839 Speaker_Sal-Khan
Speaker_Sally-Kohn_2464 Speaker_Sally-Kohn
Speaker_Sam-Afoullouss_238 Speaker_Sam-Afoullouss
Speaker_Sam-Harris_3074 Speaker_Sam-Harris
Speaker_Sam-Hester_321 Speaker_Sam-Hester
Speaker_Samantha-Nutt_3168 Speaker_Samantha-Nutt
Speaker_Samuel-Cohen_3394 Speaker_Samuel-Cohen
Speaker_Samy-Nour-Younes_1826 Speaker_Samy-Nour-Younes
Speaker_Sandeep-Jauhar_1569 Speaker_Sandeep-Jauhar
Speaker_Sandi-Toksvig_3017 Speaker_Sandi-Toksvig
Speaker_Sandrine-Thuret_3384 Speaker_Sandrine-Thuret
Speaker_Sanford-Biggers_3186 Speaker_Sanford-Biggers
Speaker_Sangeeta-Bhatia_3185 Speaker_Sangeeta-Bhatia
Speaker_Sangu-Delle_2874 Speaker_Sangu-Delle
Speaker_Sanjay-Pradhan_4341 Speaker_Sanjay-Pradhan
Speaker_Sara-C.-Mednick_630 Speaker_Sara-C.-Mednick
Speaker_Sara-DeWitt_2733 Speaker_Sara-DeWitt
Speaker_Sara-Jones_1130 Speaker_Sara-Jones
Speaker_Sara-Lewis_3782 Speaker_Sara-Lewis
Speaker_Sara-Lomelin_46 Speaker_Sara-Lomelin
Speaker_Sara-Menker_2739 Speaker_Sara-Menker
Speaker_Sara-Ramirez_2934 Speaker_Sara-Ramirez
Speaker_Sara-Sanford_1272 Speaker_Sara-Sanford
Speaker_Sara-Seager_3487 Speaker_Sara-Seager
Speaker_Sarah-Barmak_1917 Speaker_Sarah-Barmak
Speaker_Sarah-Bergbreiter_3591 Speaker_Sarah-Bergbreiter
Speaker_Sarah-Brosnan_800 Speaker_Sarah-Brosnan
Speaker_Sarah-Corbett_2687 Speaker_Sarah-Corbett
Speaker_Sarah-Donnelly_2408 Speaker_Sarah-Donnelly
Speaker_Sarah-E.-Tracy_504 Speaker_Sarah-E.-Tracy
Speaker_Sarah-Jayne-Blakemore_4381 Speaker_Sarah-Jayne-Blakemore
Speaker_Sarah-Jones_3479 Speaker_Sarah-Jones
Speaker_Sarah-Jones_5287 Speaker_Sarah-Jones
Speaker_Sarah-Kaminsky_4717 Speaker_Sarah-Kaminsky
Speaker_Sarah-Kay_1672 Speaker_Sarah-Kay
Speaker_Sarah-Kay_4645 Speaker_Sarah-Kay
Speaker_Sarah-Kurnick_715 Speaker_Sarah-Kurnick
Speaker_Sarah-Lewis_3843 Speaker_Sarah-Lewis
Speaker_Sarah-Parcak_2963 Speaker_Sarah-Parcak
Speaker_Sarah-Parcak_3108 Speaker_Sarah-Parcak
Speaker_Sarah-Rugheimer_565 Speaker_Sarah-Rugheimer
Speaker_Sarah-Stroud_149 Speaker_Sarah-Stroud
Speaker_Sarah-Sze_1540 Speaker_Sarah-Sze
Speaker_Sasa-Vucinic_5687 Speaker_Sasa-Vucinic
Speaker_Sasha-Sarago_537 Speaker_Sasha-Sarago
Speaker_Saul-Griffith_5314 Speaker_Saul-Griffith
Speaker_Sauti-Sol_2456 Speaker_Sauti-Sol
Speaker_Sayu-Bhojwani_3070 Speaker_Sayu-Bhojwani
Speaker_Scilla-Elworthy_4406 Speaker_Scilla-Elworthy
Speaker_Scott-A.-Mellor_1984 Speaker_Scott-A.-Mellor
Speaker_Scott-Dinsmore_3401 Speaker_Scott-Dinsmore
Speaker_Scott-Fitsimones_93 Speaker_Scott-Fitsimones
Speaker_Scott-Fraser_4389 Speaker_Scott-Fraser
Speaker_Scott-Galloway_2688 Speaker_Scott-Galloway
Speaker_Scott-McCloud_5358 Speaker_Scott-McCloud
Speaker_Scott-Rickard_4607 Speaker_Scott-Rickard
Speaker_Scott-Summit_4547 Speaker_Scott-Summit
Speaker_Scott-Williams_2607 Speaker_Scott-Williams
Speaker_Sean-Carroll_4795 Speaker_Sean-Carroll
Speaker_Sean-Davis_1935 Speaker_Sean-Davis
Speaker_Sean-Follmer_3267 Speaker_Sean-Follmer
Speaker_Sean-Gourley_5284 Speaker_Sean-Gourley
Speaker_Sean-Sherman_549 Speaker_Sean-Sherman
Speaker_Sebastian-Bortnik_2901 Speaker_Sebastian-Bortnik
Speaker_Sebastian-Deterding_4472 Speaker_Sebastian-Deterding
Speaker_Sebastian-Junger_3180 Speaker_Sebastian-Junger
Speaker_Sebastian-Junger_3811 Speaker_Sebastian-Junger
Speaker_Sebastian-Seung_4946 Speaker_Sebastian-Seung
Speaker_Sebastian-Thrun_4823 Speaker_Sebastian-Thrun
Speaker_Sebastian-Wernicke_3295 Speaker_Sebastian-Wernicke
Speaker_Sebastian-Wernicke_4622 Speaker_Sebastian-Wernicke
Speaker_Sebastian-Wernicke_5049 Speaker_Sebastian-Wernicke
Speaker_Sebastiao-Salgado_4169 Speaker_Sebastiao-Salgado
Speaker_Sebastien-de-Halleux_2048 Speaker_Sebastien-de-Halleux
Speaker_Seema-Bansal_3149 Speaker_Seema-Bansal
Speaker_Sendhil-Mullainathan_5116 Speaker_Sendhil-Mullainathan
Speaker_Sergei-Lupashin_3682 Speaker_Sergei-Lupashin
Speaker_Seth-Berkley_3432 Speaker_Seth-Berkley
Speaker_Seth-Berkley_5029 Speaker_Seth-Berkley
Speaker_Seth-Godin_5279 Speaker_Seth-Godin
Speaker_Seth-Priebatsch_4976 Speaker_Seth-Priebatsch
Speaker_Seth-Shostak_4470 Speaker_Seth-Shostak
Speaker_Sethembile-Msezane_2758 Speaker_Sethembile-Msezane
Speaker_Severine-Autesserre_3587 Speaker_Severine-Autesserre
Speaker_Severn-Cullis-Suzuki_884 Speaker_Severn-Cullis-Suzuki
Speaker_Seyi-Oyesola_5489 Speaker_Seyi-Oyesola
Speaker_Shabana-Basij-Rasikh_371 Speaker_Shabana-Basij-Rasikh
Speaker_Shabana-Basij-Rasikh_4256 Speaker_Shabana-Basij-Rasikh
Speaker_Shad-Begum_1911 Speaker_Shad-Begum
Speaker_Shaffi-Mather_5147 Speaker_Shaffi-Mather
Speaker_Shah-Rukh-Khan_2868 Speaker_Shah-Rukh-Khan
Speaker_Shaka-Senghor_3789 Speaker_Shaka-Senghor
Speaker_Shameem-Akhtar_2493 Speaker_Shameem-Akhtar
Speaker_Shameran-Abed_956 Speaker_Shameran-Abed
Speaker_Shane-Koyczan_4233 Speaker_Shane-Koyczan
Speaker_Shannon-Lee_1520 Speaker_Shannon-Lee
Speaker_Shannon-Odell_49 Speaker_Shannon-Odell
Speaker_ShaoLan_4161 Speaker_ShaoLan
Speaker_Shari-Davis_1032 Speaker_Shari-Davis
Speaker_Sharmeen-Obaid-Chinoy_1642 Speaker_Sharmeen-Obaid-Chinoy
Speaker_Sharmeen-Obaid-Chinoy_5030 Speaker_Sharmeen-Obaid-Chinoy
Speaker_Sharon-Brous_2990 Speaker_Sharon-Brous
Speaker_Sharon-Weinberger_814 Speaker_Sharon-Weinberger
Speaker_Shawn-Achor_4596 Speaker_Shawn-Achor
Speaker_Shea-Hembrey_4765 Speaker_Shea-Hembrey
Speaker_Sheena-Iyengar_4608 Speaker_Sheena-Iyengar
Speaker_Sheena-Iyengar_4988 Speaker_Sheena-Iyengar
Speaker_Sheetal-DeCaria_65 Speaker_Sheetal-DeCaria
Speaker_Sheikha-Al-Mayassa_4588 Speaker_Sheikha-Al-Mayassa
Speaker_Sheila-Marie-Orfano_1392 Speaker_Sheila-Marie-Orfano
Speaker_Sheila-Marie-Orfano_579 Speaker_Sheila-Marie-Orfano
Speaker_Sheila-Patek_5648 Speaker_Sheila-Patek
Speaker_Shekhar-Kapur_5081 Speaker_Shekhar-Kapur
Speaker_Shereen-El-Feki_3929 Speaker_Shereen-El-Feki
Speaker_Shereen-El-Feki_5153 Speaker_Shereen-El-Feki
Speaker_Sherry-Turkle_4529 Speaker_Sherry-Turkle
Speaker_Shervin-Khodabandeh_199 Speaker_Shervin-Khodabandeh
Speaker_Sherwin-Nuland_5351 Speaker_Sherwin-Nuland
Speaker_Sherwin-Nuland_5566 Speaker_Sherwin-Nuland
Speaker_Sheryl-Sandberg_3933 Speaker_Sheryl-Sandberg
Speaker_Sheryl-Sandberg_4889 Speaker_Sheryl-Sandberg
Speaker_Sheryl-WuDunn_4981 Speaker_Sheryl-WuDunn
Speaker_Shigeru-Ban_4061 Speaker_Shigeru-Ban
Speaker_Shih-Chieh-Huang_3768 Speaker_Shih-Chieh-Huang
Speaker_Shimon-Schocken_4363 Speaker_Shimon-Schocken
Speaker_Shimon-Schocken_4910 Speaker_Shimon-Schocken
Speaker_Shimpei-Takahashi_3551 Speaker_Shimpei-Takahashi
Speaker_Shirin-Neshat_4780 Speaker_Shirin-Neshat
Speaker_Shlomo-Benartzi_4572 Speaker_Shlomo-Benartzi
Speaker_Shohini-Ghose_2842 Speaker_Shohini-Ghose
Speaker_Shonda-Rhimes_3259 Speaker_Shonda-Rhimes
Speaker_Shreya-Joshi_7 Speaker_Shreya-Joshi
Speaker_Shu-Matsuo-Post_453 Speaker_Shu-Matsuo-Post
Speaker_Shubhendu-Sharma_3124 Speaker_Shubhendu-Sharma
Speaker_Shubhendu-Sharma_3735 Speaker_Shubhendu-Sharma
Speaker_Shukla-Bose_5073 Speaker_Shukla-Bose
Speaker_Shunan-Teng_1202 Speaker_Shunan-Teng
Speaker_Shweta-Narayan_378 Speaker_Shweta-Narayan
Speaker_Shyam-Sankar_4393 Speaker_Shyam-Sankar
Speaker_Siamak-Hariri_2891 Speaker_Siamak-Hariri
Speaker_Siddhartha-Roy_2882 Speaker_Siddhartha-Roy
Speaker_Siddharthan-Chandran_3895 Speaker_Siddharthan-Chandran
Speaker_Siegfried-Woldhek_5512 Speaker_Siegfried-Woldhek
Speaker_Simon-Anholt_2913 Speaker_Simon-Anholt
Speaker_Simon-Anholt_3780 Speaker_Simon-Anholt
Speaker_Simon-Berrow_4579 Speaker_Simon-Berrow
Speaker_Simon-Sinek_5047 Speaker_Simon-Sinek
Speaker_Simona-Francese_2165 Speaker_Simona-Francese
Speaker_Simone-Giertz_2392 Speaker_Simone-Giertz
Speaker_Sinan-Aral_1389 Speaker_Sinan-Aral
Speaker_Sinead-Burke_2830 Speaker_Sinead-Burke
Speaker_Sir-Ken-Robinson_4154 Speaker_Sir-Ken-Robinson
Speaker_Sir-Ken-Robinson_5032 Speaker_Sir-Ken-Robinson
Speaker_Sir-Ken-Robinson_5718 Speaker_Sir-Ken-Robinson
Speaker_Sir-Ken-Robinson_699 Speaker_Sir-Ken-Robinson
Speaker_Sirena-Huang_5707 Speaker_Sirena-Huang
Speaker_Sisonke-Msimang_2976 Speaker_Sisonke-Msimang
Speaker_Sister-True-Dedication_369 Speaker_Sister-True-Dedication
Speaker_Sitawa-Wafula_2858 Speaker_Sitawa-Wafula
Speaker_Siyanda-Mohutsiwa_3230 Speaker_Siyanda-Mohutsiwa
Speaker_Skye-C.-Cleary_3264 Speaker_Skye-C.-Cleary
Speaker_Skylar-Tibbits_4194 Speaker_Skylar-Tibbits
Speaker_Sleepy-Man-Banjo-Boys_4097 Speaker_Sleepy-Man-Banjo-Boys
Speaker_Sleepy-Man-Banjo-Boys_4319 Speaker_Sleepy-Man-Banjo-Boys
Speaker_Smita-Sharma_236 Speaker_Smita-Sharma
Speaker_Smruti-Jukur-Johari_1318 Speaker_Smruti-Jukur-Johari
Speaker_Sofia-Jawed-Wessel_2982 Speaker_Sofia-Jawed-Wessel
Speaker_Solitaire-Townsend_268 Speaker_Solitaire-Townsend
Speaker_Solomon-Goldstein-Rose_447 Speaker_Solomon-Goldstein-Rose
Speaker_Sonaar-Luthra_1552 Speaker_Sonaar-Luthra
Speaker_Sonaar-Luthra_4612 Speaker_Sonaar-Luthra
Speaker_Sonia-Shah_4041 Speaker_Sonia-Shah
Speaker_Sophia-Kianni_331 Speaker_Sophia-Kianni
Speaker_Sophie-Howe_849 Speaker_Sophie-Howe
Speaker_Sophie-Williams_595 Speaker_Sophie-Williams
Speaker_Soraya-Chemaly_1938 Speaker_Soraya-Chemaly
Speaker_Soraya-Field-Fiorio_1232 Speaker_Soraya-Field-Fiorio
Speaker_Soraya-Field-Fiorio_20 Speaker_Soraya-Field-Fiorio
Speaker_Soraya-Field-Fiorio_593 Speaker_Soraya-Field-Fiorio
Speaker_Soraya-Field-Fiorio_777 Speaker_Soraya-Field-Fiorio
Speaker_Soraya-Field-Fiorio_891 Speaker_Soraya-Field-Fiorio
Speaker_Sougwen-Chung_1423 Speaker_Sougwen-Chung
Speaker_Soyapi-Mumba_2616 Speaker_Soyapi-Mumba
Speaker_Srishti-Bakshi_178 Speaker_Srishti-Bakshi
Speaker_Stacey-Abrams_2032 Speaker_Stacey-Abrams
Speaker_Stacey-Kramer_4939 Speaker_Stacey-Kramer
Speaker_Stacie-Bosley_1819 Speaker_Stacie-Bosley
Speaker_Stanley-McChrystal_3827 Speaker_Stanley-McChrystal
Speaker_Stanley-McChrystal_4820 Speaker_Stanley-McChrystal
Speaker_Stefan-Al_1229 Speaker_Stefan-Al
Speaker_Stefan-Al_548 Speaker_Stefan-Al
Speaker_Stefan-Larsson_3976 Speaker_Stefan-Larsson
Speaker_Stefan-Sagmeister_5197 Speaker_Stefan-Sagmeister
Speaker_Stefana-Broadbent_5176 Speaker_Stefana-Broadbent
Speaker_Stefano-Mancuso_4938 Speaker_Stefano-Mancuso
Speaker_Stefon-Harris_4640 Speaker_Stefon-Harris
Speaker_Stella-Young_3800 Speaker_Stella-Young
Speaker_Stephanie-Honchell-Smith_217 Speaker_Stephanie-Honchell-Smith
Speaker_Stephen-Burt_3803 Speaker_Stephen-Burt
Speaker_Stephen-Coleman_4589 Speaker_Stephen-Coleman
Speaker_Stephen-Friend_3808 Speaker_Stephen-Friend
Speaker_Stephen-Lawler_5606 Speaker_Stephen-Lawler
Speaker_Stephen-Palumbi_5004 Speaker_Stephen-Palumbi
Speaker_Stephen-Petranek_3213 Speaker_Stephen-Petranek
Speaker_Stephen-Petranek_5576 Speaker_Stephen-Petranek
Speaker_Stephen-Ritz_4411 Speaker_Stephen-Ritz
Speaker_Stephen-Wilkes_3166 Speaker_Stephen-Wilkes
Speaker_Stephen-Wilkes_850 Speaker_Stephen-Wilkes
Speaker_Stephen-Wolfram_5052 Speaker_Stephen-Wolfram
Speaker_Steve-Boyes_2301 Speaker_Steve-Boyes
Speaker_Steve-Howard_4005 Speaker_Steve-Howard
Speaker_Steve-Keil_4764 Speaker_Steve-Keil
Speaker_Steve-Rothstein_349 Speaker_Steve-Rothstein
Speaker_Steve-Silberman_3472 Speaker_Steve-Silberman
Speaker_Steven-Addis_4292 Speaker_Steven-Addis
Speaker_Steven-Allison_645 Speaker_Steven-Allison
Speaker_Steven-Anderson_1040 Speaker_Steven-Anderson
Speaker_Steven-Cowley_5146 Speaker_Steven-Cowley
Speaker_Steven-Johnson_466 Speaker_Steven-Johnson
Speaker_Steven-Johnson_4953 Speaker_Steven-Johnson
Speaker_Steven-Johnson_5415 Speaker_Steven-Johnson
Speaker_Steven-Johnson_5665 Speaker_Steven-Johnson
Speaker_Steven-Levitt_5695 Speaker_Steven-Levitt
Speaker_Steven-Petrow_1904 Speaker_Steven-Petrow
Speaker_Steven-Pinker_2404 Speaker_Steven-Pinker
Speaker_Steven-Pinker_5423 Speaker_Steven-Pinker
Speaker_Steven-Pinker_5580 Speaker_Steven-Pinker
Speaker_Steven-Sharp-Nelson_508 Speaker_Steven-Sharp-Nelson
Speaker_Steven-Wise_3492 Speaker_Steven-Wise
Speaker_Stew_5620 Speaker_Stew
Speaker_Stewart-Brand_4229 Speaker_Stewart-Brand
Speaker_Stewart-Brand_5238 Speaker_Stewart-Brand
Speaker_Stewart-Brand_5617 Speaker_Stewart-Brand
Speaker_Sting_3807 Speaker_Sting
Speaker_Stuart-Duncan_2578 Speaker_Stuart-Duncan
Speaker_Su-Kahumbu_2575 Speaker_Su-Kahumbu
Speaker_Sue-Austin_4284 Speaker_Sue-Austin
Speaker_Sue-Desmond-Hellmann_3170 Speaker_Sue-Desmond-Hellmann
